"";"id";"treatment";"treat1";"treat3";"junsep07";"mayoct06";"marapr07";"fairmktvalue";"ageofhome";"acres";"pct_white";"pct_edu";"pct_pov";"pct_rent";"percapincome";"hhsize";"p1_log";"p1_trim";"p3_log";"p3_trim"
"388";17930;1;1;0;74;89;41;210420;27;0.528298;0.852631568908691;0.76514744758606;0.0854609906673431;0.0909090936183929;30785;2.88000011444092;0.116091080009937;1;NA;NA
"390";101164;1;1;0;23;46;12;210740;2;0.344925;0.832764506340027;0.810225307941437;0.047564797103405;0.0760869532823563;26241;3.1800000667572;0.0507892109453678;1;NA;NA
"418";20893;1;1;0;21;45;13;377350;51;0.470899;1;0.928941190242767;0.0419445410370827;0.142857149243355;53376;2;0.215204298496246;1;NA;NA
"423";18801;1;1;0;14;26;6;213380;26;0.586607;0.933333337306976;0.873699843883514;0.00873362459242344;0;57785;2.14000010490417;0.0834611356258392;1;NA;NA
"432";5257;1;1;0;109;65;11;218130;29;0.496824;0.956395328044891;0.80853658914566;0.00159489631187171;0.0399999991059303;30698;3.04999995231628;0.126518681645393;1;NA;NA
"434";65791;1;1;0;33;52;13;217810;13;0.476232;0.946261703968048;0.616265773773193;0.00523168919607997;0.0661156997084618;33984;3.53999996185303;0.0570236705243587;1;NA;NA
"444";48434;1;1;0;44;98;11;293880;20;0.343766;0.927625775337219;0.775771260261536;0.016571968793869;0.084548108279705;29932;3.29999995231628;0.0922654196619987;1;NA;NA
"456";71733;1;1;0;8;32;8;227130;11;0.303326;0.75938892364502;0.693655073642731;0.0295055825263262;0.0240963846445084;24538;3.15000009536743;0.0720058456063271;1;NA;NA
"461";29488;1;1;0;14;24;9;238060;21;0.196636;0.87654322385788;0.791621923446655;0.0271062273532152;0;35320;1.87999999523163;0.100601755082607;1;NA;NA
"462";43395;1;1;0;28;33;12;295320;21;0.499019;0.923716008663177;0.917866230010986;0;0.00921658985316753;52233;3.04999995231628;0.0823132544755936;1;NA;NA
"481";66882;1;1;0;78;71;27;570280;12;0.532272;0.918322324752808;0.873977899551392;0.0131200002506375;0.00684931501746178;51134;3.09999990463257;0.072673425078392;1;NA;NA
"499";65677;1;1;0;30;37;11;257580;13;0.270448;0.89334636926651;0.841387867927551;0.0383427701890469;0.0225806459784508;30606;3.29999995231628;0.0824180617928505;1;NA;NA
"503";68100;1;1;0;14;24;7;190770;12;0.531783;0.936170220375061;0.802646100521088;0;0.0406504049897194;28985;3.05999994277954;0.0685131773352623;1;NA;NA
"505";101996;1;1;0;23;36;10;374870;2;0.352284;0.952112674713135;0.762738823890686;0.0177415478974581;0.00877192988991737;31581;3.10999989509583;0.0551633648574352;1;NA;NA
"509";95530;1;1;0;26;46;13;286250;4;0.376287;0.920754730701447;0.817735016345978;0.0128636695444584;0.0307017546147108;32422;3.49000000953674;0.0546081773936749;1;NA;NA
"512";50142;1;1;0;37;105;21;207380;19;0.351524;0.864761888980865;0.741517603397369;0.00111856823787093;0.0500000007450581;26341;2.92000007629395;0.0885149464011192;1;NA;NA
"533";34390;1;1;0;28;43;8;140710;34;0.460508;0.898944199085236;0.620897531509399;0.0185758508741856;0.164556965231895;25455;2.79999995231628;0.117772802710533;1;NA;NA
"559";10131;1;1;0;40;60;17;207310;23;0.531215;0.892508149147034;0.819265127182007;0;0.0865384638309479;35038;2.95000004768372;0.0894332230091095;1;NA;NA
"564";94626;1;1;0;57;47;22;292250;4;0.380032;0.655425190925598;0.718206167221069;0.0733772367238998;0.392086327075958;37000;2.45000004768372;0.0297781601548195;0;NA;NA
"579";66645;1;1;0;41;83;4;780630;13;0.946931;0.851495027542114;0.878430426120758;0.0560905560851097;0.325291842222214;46796;2.33999991416931;0.0593987889587879;1;NA;NA
"587";88123;1;1;0;32;49;13;170170;7;0.248318;0.833333313465118;0.802745461463928;0.0182307232171297;0;28895;2.63000011444092;0.0618273541331291;1;NA;NA
"592";94456;1;1;0;61;72;14;505590;3;0.369496;1;0.637935936450958;0.0927236452698708;0.0666666701436043;33616;2.86999988555908;0.055663775652647;1;NA;NA
